Id,SalePrice
2658,133566.2956256994
2718,155400.70212517522
2414,172818.48421003515
1989,112435.77022403608
625,177779.32552691494
333,103461.6467936433
1327,114766.03342959026
858,152564.30023473443
95,191992.14284270044
1568,176266.79314757301
2482,169438.42938509944
1364,130812.53881953988
2584,164532.03670643797
818,304266.5047464443
2673,159676.7878200309
2089,144343.9057141883
1297,150787.51791060332
790,125279.46640872447
2616,190464.88039213652
720,187350.83396686445
222,148990.50613063228
557,130660.46320529995
1148,207536.82442859907
2766,164313.2366075914
534,185667.0451083576
1452,123737.72025165278
630,158724.94666683994
2648,117215.32834242607
125,151611.0090669081
1904,68945.94365560694
1670,115966.103262704
756,102183.31065843908
717,265780.1147669073
1032,155848.56813167513
852,231016.29212934893
1731,163355.12412506712
2639,116415.66907164847
2071,75446.43854072351
1267,93158.02633635192
1851,190974.99228462853
567,140381.0643502835
2439,217866.15322077606
1898,158151.86390022826
647,159768.1354869411
2256,245897.8153236953
979,122772.45520734494
1444,226766.27928176447
2485,120216.94691715311
157,132225.4468508202
88,129707.32425494281
2003,108630.29597560714
186,214904.69555911107
1425,269739.6687815306
2695,132171.80044988164
738,103172.07919591788
395,161657.8733744589
1353,153132.98556444957
1878,146999.8333006878
390,169579.30941986057
1456,239365.0632813035
1103,320322.4286698253
1387,129868.5531742841
2070,166100.71794871602
1199,166992.517929564
2479,172078.18384291104
501,311735.7729423536
2362,111512.12117975541
1718,190942.356409239
2188,95722.81095683078
1483,132544.33276238656
2557,95584.82427820197
437,364503.6709614732
2224,209466.6467820204
1628,155112.17427004126
397,131584.64056965878
587,199380.9975913444
971,155998.91729015153
2611,150134.62144451193
1887,95564.57853062461
2399,405506.2413172895
2148,208601.0525784202
304,122451.96164406487
1997,137654.00787877914
2817,136601.9013609404
1431,178681.1090212569
427,375055.8825421674
263,122166.64912558965
598,176787.68754143547
2895,216013.63009413087
687,155552.4293171945
1822,137105.25730142335
2191,119679.60725754194
179,133289.25990355038
1009,202412.27328267126
2010,119990.24224642945
1991,131304.2055435639
1411,160493.1885286371
1721,252821.65780446166
1144,192382.83168235538
593,202283.78635251796
575,283262.06919990724
1249,166536.03243408946
1604,128657.97366470164
1064,454092.14469804044
1923,164838.40945981757
1988,106347.02383968569
2325,157931.0022741631
114,203344.06316573996
2700,158411.83042246953
217,101498.23348810297
343,166793.36543221548
386,232647.63477596152
2005,128701.47326982873
2908,139775.9324971237
1814,230276.0018133504
2446,515000.77447106095
208,160379.04985965652
1679,111344.27723669494
822,369453.3074922905
6,185518.9243575318
1781,454073.4590683691
2397,308306.8498130273
2340,304442.8523861903
1618,168615.06818281492
2843,125604.92891342434
1061,394215.0216907982
2786,126031.86794895289
1935,135232.58620566883
1341,131390.68602196357
521,278395.13530766347
2136,139367.89990820136
996,195731.21156581247
227,158073.92677690543
135,172510.53363628837
1167,167008.35390813308
294,230129.6548403466
1776,190847.5622733863
540,169065.44774559818
1717,190942.3563019965
2303,126841.39692230872
116,183854.48887061776
127,143146.53339161468
1371,135782.37141920603
1014,183548.08499005486
1507,113409.73787978227
702,127014.49038532231
750,144912.1414989555
261,153819.6842518553
1559,85231.34073577935
577,209512.02915529406
2812,198541.9367164818
2080,152481.95184863533
1368,136465.10203467132
2376,114692.6818290104
659,103028.75609073427
1235,124435.59429835704
332,102716.961700789
1917,139261.95047928527
2094,245013.68057873048
1460,274373.6337617147
1471,210580.68984569155
1509,134376.64073226
1922,135814.22846439024
433,477991.87685914134
460,278349.28663418343
1116,253470.90428390072
1137,168678.44111746867
53,177768.96591993465
2354,255965.36747572612
1475,202450.41421862209
1761,538324.9020597886
842,139810.09991216313
2739,181403.22209730084
2509,143061.46367577676
1007,210112.00171650786
2610,177812.77281750794
1952,63650.128573295966
2719,142952.22735698675
2921,101360.86966130085
1966,137388.95033064933
292,133322.7821289627
1204,188948.96098873738
1829,257380.0716656282
2419,177802.99965736252
391,155577.13496096493
798,119782.86183842101
481,181289.76273017493
193,198146.51553882056
555,126494.36480387041
899,79123.66482173867
2357,178004.8308942558
328,122354.42037991792
1356,124992.40834536462
1154,114388.33556743918
1730,167745.63331835848
2249,147784.72054114318
1119,256999.79563724954
2856,154839.13395871705
1394,140573.5652124617
2587,115972.1271333598
61,325103.5246026673
2661,181880.41320080232
2711,139645.81438341044
1147,189039.3543342576
757,152798.01048307458
2623,83097.54665167004
2378,156017.4387777285
1413,139685.00495288262
1722,231793.53534575124
1112,222230.97220062534
1623,187689.91385534077
1201,187620.1198041023
1513,125406.39789705996
957,239676.03035187811
1171,269911.0210612583
1145,198260.43058519237
2726,221453.78444507284
703,161252.15470334052
760,84021.38906887257
1964,147911.178840753
2512,170003.3925804831
159,161997.35173204538
1281,159610.45216213234
468,167495.84271071415
290,121974.89697428691
665,97142.66893427001
1463,269002.2884869517
1792,223665.64668523782
923,138199.710609627
500,279984.26716243324
1408,179950.3236443192
331,85872.28941051508
170,133440.8322459918
2192,101346.08789577798
2571,325448.237219297
2314,159041.21531789354
2647,90592.46493325148
422,471724.08722942154
2457,360174.5671690609
1838,200125.50629942448
2805,243722.55831998202
1645,166941.35756503037
1711,316674.91041614825
2825,249295.42326058936
322,373793.6114441992
2103,275649.12207898754
342,126523.72590954445
600,105451.52895454576
488,190319.2741950051
1725,326095.76578184974
2246,273799.59944229294
2847,189773.66511944128
806,249785.791893729
530,236138.08534914785
963,202970.36294665482
2678,90202.1262215601
171,95426.30726951457
2401,455244.0118032784
805,223842.43518861872
2259,157530.22592930245
1748,154444.79990109487
1361,124250.95209563585
1677,120677.79957667178
1406,170170.81560884404
2322,229852.01858146655
688,148798.37888234158
143,134107.93346729997
804,196875.0906041752
1214,166333.80365790866
2828,150614.2846384747
1999,206093.9523884962
2467,186792.27263256395
2665,142451.15258592804
1538,343354.29827723815
398,111848.82038578196
2822,136271.28207346072
2157,136357.71512380234
1856,178230.300775636
1269,96823.74604014406
2570,119861.59184985515
2320,231096.39024838104
1517,122653.76588057986
2304,132590.27433624215
1312,105554.26927420122
2012,125182.94281002507
506,218718.84258181613
2865,185137.6614263751
2367,107190.99028109289
554,104161.163297477
238,131889.56127110857
1954,116562.86221639389
2488,131625.1278898262
2291,104713.26242092779
1969,99304.70383874711
2725,167540.09730749158
1482,132544.3326263667
2763,206911.6274210382
503,243206.0385391262
1584,246524.6989781612
1531,152546.4571806615
2210,143742.44574262903
459,338807.9737870757
556,128537.24679718909
1347,127514.34839960844
1290,88501.50046827199
1388,126884.76610097534
1571,198149.22520677125
2754,201981.90762751517
765,139403.14481515472
2494,126634.52607669108
2870,198158.30644189505
7,215747.405503006
1114,257222.24409344708
2418,285447.28587284946
291,162239.94011909125
18,359155.9537893097
39,408447.5930665878
1001,276652.79381005635
2442,247488.3971712206
616,121794.00275908658
2680,64518.201247872115
1414,125804.80713704498
289,151568.64750320592
40,243712.79694495196
860,127585.69017829758
409,134920.9563427873
673,154656.0875181522
2427,177397.0763586191
2036,203188.27870432218
2564,149277.04267712278
642,139688.71906245404
1008,174582.42380592859
1908,148936.211289968
2519,217978.28115569023
1369,90450.28534356666
2855,160242.9339476078
712,85902.83599753653
1943,124328.60576641551
1958,130538.39347467758
107,126669.59151350406
2295,204074.2025972578
704,89459.35035856077
676,124916.49449560963
259,181809.72943235296
93,282027.46406358655
106,234211.89298808711
2315,184952.16857575154
1050,118506.5085864751
1095,181752.47117899434
2709,144942.2827368434
758,145306.1263175949
1496,155298.3588848129
2370,122350.91601459641
2458,303011.8232814147
2733,135278.11661134067
161,271345.61384777375
726,154663.90211752718
845,216601.77386432607
947,254583.43602315322
2232,110749.62039515885
2563,158055.7183237873
2299,105401.76374074654
211,101010.21735118369
605,152109.90874444958
1478,185509.09831988346
2247,276420.61777281004
2274,202852.4664330319
2869,188359.7713690133
967,213889.9186330483
2656,107637.49267394369
667,192913.81360081836
1042,110901.13168343238
2023,162946.29852173454
2447,453457.6647439179
2055,126138.68830278392
2275,294815.7395637925
2204,169989.15053289052
1563,278997.8709371045
483,205281.7676760453
796,135308.67811838782
1526,150614.1209265981
2042,160918.05058994438
442,366977.3029885976
1693,342577.1847033541
1468,218730.57410843606
1430,192530.46796063843
2605,166497.5268426682
1529,176977.50829739944
335,129871.1148478437
1287,132250.76873327253
31,109939.19671869992
1785,316756.56558375823
82,149930.8826771145
2620,134425.30738660786
252,195132.23154748676
721,85671.15325986821
2165,184662.56769241512
2316,173329.3855407303
775,134790.52895680693
1558,100883.9781217241
17,206263.79132368095
1022,219641.72690971152
925,129285.93595050377
438,308144.05831372476
1270,135915.39185501004
1272,123911.5184846161
215,150404.56480422863
266,227124.1510427813
2402,271246.8746409975
1250,121799.25649695107
1984,116092.42453003285
1279,147051.72606835622
377,238023.23375431515
1252,158435.50954390175
2156,257722.6313550709
499,309592.74110772455
1374,119689.49687655881
2898,219009.31344613264
401,114542.16572039016
2721,177322.13804430596
2078,242700.50094266637
2589,127678.46278601579
1946,257278.80488816448
1334,125828.67379474234
2781,235892.37538807798
431,413424.0096653552
576,208646.89112367356
1474,200714.081912027
2254,144238.9936787791
2155,293696.4608261511
885,111633.81265568102
643,135080.58319326135
1944,126691.33744857201
480,189795.388861624
2845,104443.88484410857
2387,334832.83823246905
2407,201251.48928962607
2527,153590.6847772136
2514,127944.34081742533
629,177974.4999235258
80,202766.75123341367
1876,135411.29118452183
1546,127470.59769465598
2518,161618.92298606655
2347,162139.38625513695
783,193509.9156681797
1322,58406.14517865529
194,72368.71033794284
1770,289871.53489317116
2143,128433.36724852187
1229,202848.8265114192
511,285349.6079120233
46,217898.74335466383
1348,179048.04775111916
2465,184408.24914026918
387,229044.50076421892
873,216128.68473770557
1918,132281.320504507
2764,232173.47719467286
2184,137481.4975014521
934,127292.66348967432
1920,138705.63167561253
2631,136691.88605103653
1768,585681.621456533
2040,121818.12816325149
1749,220448.54779678982
